group,subject,action,ann_start,ann_end,imu_start,imu_end,imu_ok,csv_path
subject8,subject8,running,2021-11-19 13:58:26.678,2021-11-19 13:58:30.151,2021-11-19 13:58:26.680,2021-11-19 13:58:30.144,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/running/person8.subject8.running.csv
subject8,subject8,checking_time,2021-11-19 13:58:40.366,2021-11-19 13:58:42.575,2021-11-19 13:58:40.375,2021-11-19 13:58:42.574,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/checking_time/person8.subject8.checking_time.csv
subject8,subject8,waving_hand,2021-11-19 13:58:50.095,2021-11-19 13:58:53.550,2021-11-19 13:58:50.098,2021-11-19 13:58:53.542,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/waving_hand/person8.subject8.waving_hand.csv
subject8,subject8,using_phone,2021-11-19 13:59:01.982,2021-11-19 13:59:07.150,2021-11-19 13:59:01.991,2021-11-19 13:59:07.147,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/using_phone/person8.subject8.using_phone.csv
subject8,subject8,talking_on_phone,2021-11-19 13:59:13.991,2021-11-19 13:59:19.214,2021-11-19 13:59:13.994,2021-11-19 13:59:19.209,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/talking_on_phone/person8.subject8.talking_on_phone.csv
subject8,subject8,kicking,2021-11-19 13:59:32.056,2021-11-19 13:59:34.591,2021-11-19 13:59:32.058,2021-11-19 13:59:34.585,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/kicking/person8.subject8.kicking.csv
subject8,subject8,pointing,2021-11-19 14:00:19.878,2021-11-19 14:00:24.838,2021-11-19 14:00:19.879,2021-11-19 14:00:24.835,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/pointing/person8.subject8.pointing.csv
subject8,subject8,throwing,2021-11-19 14:00:34.102,2021-11-19 14:00:36.413,2021-11-19 14:00:34.111,2021-11-19 14:00:36.410,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/throwing/person8.subject8.throwing.csv
subject8,subject8,jumping,2021-11-19 14:00:43.438,2021-11-19 14:00:44.670,2021-11-19 14:00:43.446,2021-11-19 14:00:44.670,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/jumping/person8.subject8.jumping.csv
subject8,subject8,setting_down,2021-11-19 14:00:54.319,2021-11-19 14:00:57.582,2021-11-19 14:00:54.324,2021-11-19 14:00:57.578,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/setting_down/person8.subject8.setting_down.csv
subject8,subject8,talking,2021-11-19 14:01:05.526,2021-11-19 14:01:09.734,2021-11-19 14:01:05.530,2021-11-19 14:01:09.730,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/talking/person8.subject8.talking.csv
subject8,subject8,carrying_heavy,2021-11-19 14:01:36.014,2021-11-19 14:01:41.294,2021-11-19 14:01:36.015,2021-11-19 14:01:41.290,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/carrying_heavy/person8.subject8.carrying_heavy.csv
subject8,subject8,loitering,2021-11-19 14:02:05.910,2021-11-19 14:02:11.710,2021-11-19 14:02:05.912,2021-11-19 14:02:11.704,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/loitering/person8.subject8.loitering.csv
subject8,subject8,transferring_object,2021-11-19 14:02:32.758,2021-11-19 14:02:36.307,2021-11-19 14:02:32.764,2021-11-19 14:02:36.307,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/transferring_object/person8.subject8.transferring_object.csv
subject8,subject8,picking_up,2021-11-19 14:03:00.199,2021-11-19 14:03:04.614,2021-11-19 14:03:00.203,2021-11-19 14:03:04.612,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/picking_up/person8.subject8.picking_up.csv
subject8,subject8,fall,2021-11-19 14:03:12.158,2021-11-19 14:03:17.110,2021-11-19 14:03:12.166,2021-11-19 14:03:17.102,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/fall/person8.subject8.fall.csv
subject9,subject9,standing,2021-11-19 14:06:08.950,2021-11-19 14:06:13.045,2021-11-19 14:06:08.956,2021-11-19 14:06:13.036,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/standing/person9.subject9.standing.csv
subject9,subject9,crouching,2021-11-19 14:06:18.599,2021-11-19 14:06:21.886,2021-11-19 14:06:18.600,2021-11-19 14:06:21.884,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/crouching/person9.subject9.crouching.csv
subject9,subject9,walking,2021-11-19 14:06:27.533,2021-11-19 14:06:31.405,2021-11-19 14:06:27.536,2021-11-19 14:06:31.398,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/walking/person9.subject9.walking.csv
subject9,subject9,running,2021-11-19 14:06:36.917,2021-11-19 14:06:40.782,2021-11-19 14:06:36.921,2021-11-19 14:06:40.773,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/running/person9.subject9.running.csv
subject9,subject9,checking_time,2021-11-19 14:06:46.570,2021-11-19 14:06:50.686,2021-11-19 14:06:46.575,2021-11-19 14:06:50.685,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/checking_time/person9.subject9.checking_time.csv
subject9,subject9,waving_hand,2021-11-19 14:06:56.023,2021-11-19 14:07:07.285,2021-11-19 14:06:56.029,2021-11-19 14:07:07.285,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/waving_hand/person9.subject9.waving_hand.csv
subject9,subject9,using_phone,2021-11-19 14:07:15.166,2021-11-19 14:07:20.399,2021-11-19 14:07:15.167,2021-11-19 14:07:20.392,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/using_phone/person9.subject9.using_phone.csv
subject9,subject9,talking_on_phone,2021-11-19 14:07:27.461,2021-11-19 14:07:33.141,2021-11-19 14:07:27.468,2021-11-19 14:07:33.141,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/talking_on_phone/person9.subject9.talking_on_phone.csv
subject9,subject9,kicking,2021-11-19 14:07:48.823,2021-11-19 14:07:51.605,2021-11-19 14:07:48.825,2021-11-19 14:07:51.602,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/kicking/person9.subject9.kicking.csv
subject9,subject9,pointing,2021-11-19 14:08:01.150,2021-11-19 14:08:04.389,2021-11-19 14:08:01.156,2021-11-19 14:08:04.380,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/pointing/person9.subject9.pointing.csv
subject9,subject9,throwing,2021-11-19 14:08:10.687,2021-11-19 14:08:13.653,2021-11-19 14:08:10.690,2021-11-19 14:08:13.645,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/throwing/person9.subject9.throwing.csv
subject9,subject9,jumping,2021-11-19 14:08:18.808,2021-11-19 14:08:20.926,2021-11-19 14:08:18.810,2021-11-19 14:08:20.920,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/jumping/person9.subject9.jumping.csv
subject9,subject9,setting_down,2021-11-19 14:08:26.774,2021-11-19 14:08:30.597,2021-11-19 14:08:26.782,2021-11-19 14:08:30.593,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/setting_down/person9.subject9.setting_down.csv
subject9,subject9,talking,2021-11-19 14:08:39.093,2021-11-19 14:08:45.182,2021-11-19 14:08:39.102,2021-11-19 14:08:45.173,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/talking/person9.subject9.talking.csv
subject9,subject9,carrying_heavy,2021-11-19 14:09:09.415,2021-11-19 14:09:13.814,2021-11-19 14:09:09.415,2021-11-19 14:09:13.814,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/carrying_heavy/person9.subject9.carrying_heavy.csv
subject9,subject9,loitering,2021-11-19 14:09:32.694,2021-11-19 14:09:39.374,2021-11-19 14:09:32.702,2021-11-19 14:09:39.370,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/loitering/person9.subject9.loitering.csv
subject9,subject9,transferring_object,2021-11-19 14:10:03.381,2021-11-19 14:10:07.933,2021-11-19 14:10:03.383,2021-11-19 14:10:07.931,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/transferring_object/person9.subject9.transferring_object.csv
subject9,subject9,picking_up,2021-11-19 14:10:26.691,2021-11-19 14:10:30.021,2021-11-19 14:10:26.700,2021-11-19 14:10:30.013,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/picking_up/person9.subject9.picking_up.csv
subject9,subject9,fall,2021-11-19 14:10:38.566,2021-11-19 14:10:43.589,2021-11-19 14:10:38.572,2021-11-19 14:10:43.587,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9/subject9/fall/person9.subject9.fall.csv
subject9_10_13,subject10,standing,2021-11-19 16:22:59.585,2021-11-19 16:23:03.648,2021-11-19 16:22:50.302,2021-11-19 16:22:56.487,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/standing/person9_10_13.subject10.standing.csv
subject9_10_13,subject10,crouching,2021-11-19 16:23:17.785,2021-11-19 16:23:22.912,2021-11-19 16:23:08.443,2021-11-19 16:23:11.551,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/crouching/person9_10_13.subject10.crouching.csv
subject9_10_13,subject10,walking,2021-11-19 16:23:41.440,2021-11-19 16:23:46.536,2021-11-19 16:23:26.172,2021-11-19 16:23:37.224,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/walking/person9_10_13.subject10.walking.csv
subject9_10_13,subject10,running,2021-11-19 16:24:00.671,2021-11-19 16:24:05.136,2021-11-19 16:23:49.854,2021-11-19 16:23:56.552,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/running/person9_10_13.subject10.running.csv
subject9_10_13,subject10,checking_time,2021-11-19 16:24:18.824,2021-11-19 16:24:24.999,2021-11-19 16:24:08.669,2021-11-19 16:24:15.105,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/checking_time/person9_10_13.subject10.checking_time.csv
subject9_10_13,subject10,waving_hand,2021-11-19 16:24:39.605,2021-11-19 16:24:44.903,2021-11-19 16:24:29.375,2021-11-19 16:24:35.509,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/waving_hand/person9_10_13.subject10.waving_hand.csv
subject9_10_13,subject10,using_phone,2021-11-19 16:25:00.481,2021-11-19 16:25:10.992,2021-11-19 16:24:49.256,2021-11-19 16:24:57.592,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/using_phone/person9_10_13.subject10.using_phone.csv
subject9_10_13,subject10,talking_on_phone,2021-11-19 16:25:28.665,2021-11-19 16:25:36.928,2021-11-19 16:25:15.874,2021-11-19 16:25:24.563,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/talking_on_phone/person9_10_13.subject10.talking_on_phone.csv
subject9_10_13,subject10,kicking,2021-11-19 16:25:47.928,2021-11-19 16:25:52.096,2021-11-19 16:25:39.899,2021-11-19 16:25:42.815,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/kicking/person9_10_13.subject10.kicking.csv
subject9_10_13,subject10,pointing,2021-11-19 16:26:07.197,2021-11-19 16:26:13.055,2021-11-19 16:25:56.682,2021-11-19 16:26:03.862,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/pointing/person9_10_13.subject10.pointing.csv
subject9_10_13,subject10,throwing,2021-11-19 16:26:27.166,2021-11-19 16:26:31.354,2021-11-19 16:26:18.193,2021-11-19 16:26:22.728,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/throwing/person9_10_13.subject10.throwing.csv
subject9_10_13,subject10,jumping,2021-11-19 16:26:46.063,2021-11-19 16:26:49.543,2021-11-19 16:26:36.233,2021-11-19 16:26:44.439,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject10/jumping/person9_10_13.subject10.jumping.csv
subject9_10_13,subject13,checking_time,2021-11-19 16:23:03.588,2021-11-19 16:23:09.251,2021-11-19 16:24:08.673,2021-11-19 16:24:15.107,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/checking_time/person9_10_13.subject13.checking_time.csv
subject9_10_13,subject13,waving_hand,2021-11-19 16:23:17.170,2021-11-19 16:23:21.118,2021-11-19 16:24:29.376,2021-11-19 16:24:35.508,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/waving_hand/person9_10_13.subject13.waving_hand.csv
subject9_10_13,subject13,using_phone,2021-11-19 16:23:32.478,2021-11-19 16:23:38.117,2021-11-19 16:24:49.253,2021-11-19 16:24:57.591,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/using_phone/person9_10_13.subject13.using_phone.csv
subject9_10_13,subject13,talking_on_phone,2021-11-19 16:23:46.096,2021-11-19 16:23:53.152,2021-11-19 16:25:15.877,2021-11-19 16:25:24.567,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/talking_on_phone/person9_10_13.subject13.talking_on_phone.csv
subject9_10_13,subject13,kicking,2021-11-19 16:24:04.630,2021-11-19 16:24:07.333,2021-11-19 16:25:39.903,2021-11-19 16:25:42.823,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/kicking/person9_10_13.subject13.kicking.csv
subject9_10_13,subject13,pointing,2021-11-19 16:24:55.116,2021-11-19 16:24:59.093,2021-11-19 16:25:56.689,2021-11-19 16:26:03.859,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/pointing/person9_10_13.subject13.pointing.csv
subject9_10_13,subject13,throwing,2021-11-19 16:25:05.766,2021-11-19 16:25:08.635,2021-11-19 16:26:18.188,2021-11-19 16:26:22.730,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/throwing/person9_10_13.subject13.throwing.csv
subject9_10_13,subject13,jumping,2021-11-19 16:25:13.837,2021-11-19 16:25:15.764,2021-11-19 16:26:36.233,2021-11-19 16:26:44.440,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/jumping/person9_10_13.subject13.jumping.csv
subject9_10_13,subject13,standing,2021-11-19 16:25:22.738,2021-11-19 16:25:29.824,2021-11-19 16:22:50.302,2021-11-19 16:22:56.485,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/standing/person9_10_13.subject13.standing.csv
subject9_10_13,subject13,crouching,2021-11-19 16:25:37.433,2021-11-19 16:25:44.849,2021-11-19 16:23:08.447,2021-11-19 16:23:11.549,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/crouching/person9_10_13.subject13.crouching.csv
subject9_10_13,subject13,walking,2021-11-19 16:25:51.230,2021-11-19 16:25:55.232,2021-11-19 16:23:26.170,2021-11-19 16:23:37.226,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/walking/person9_10_13.subject13.walking.csv
subject9_10_13,subject13,running,2021-11-19 16:26:02.126,2021-11-19 16:26:05.852,2021-11-19 16:23:49.853,2021-11-19 16:23:56.559,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/running/person9_10_13.subject13.running.csv
subject9_10_13,subject13,checking_time,2021-11-19 16:26:13.360,2021-11-19 16:26:20.169,2021-11-19 16:24:08.673,2021-11-19 16:24:15.107,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject13/checking_time/person9_10_13.subject13.checking_time.csv
subject9_10_13,subject9,standing,2021-11-19 16:22:50.295,2021-11-19 16:22:56.489,2021-11-19 16:22:50.301,2021-11-19 16:22:56.481,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/standing/person9_10_13.subject9.standing.csv
subject9_10_13,subject9,crouching,2021-11-19 16:23:08.440,2021-11-19 16:23:11.552,2021-11-19 16:23:08.443,2021-11-19 16:23:11.548,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/crouching/person9_10_13.subject9.crouching.csv
subject9_10_13,subject9,walking,2021-11-19 16:23:26.169,2021-11-19 16:23:37.231,2021-11-19 16:23:26.176,2021-11-19 16:23:37.223,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/walking/person9_10_13.subject9.walking.csv
subject9_10_13,subject9,running,2021-11-19 16:23:49.849,2021-11-19 16:23:56.560,2021-11-19 16:23:49.851,2021-11-19 16:23:56.558,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/running/person9_10_13.subject9.running.csv
subject9_10_13,subject9,checking_time,2021-11-19 16:24:08.665,2021-11-19 16:24:15.111,2021-11-19 16:24:08.669,2021-11-19 16:24:15.108,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/checking_time/person9_10_13.subject9.checking_time.csv
subject9_10_13,subject9,waving_hand,2021-11-19 16:24:29.369,2021-11-19 16:24:35.512,2021-11-19 16:24:29.369,2021-11-19 16:24:35.509,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/waving_hand/person9_10_13.subject9.waving_hand.csv
subject9_10_13,subject9,using_phone,2021-11-19 16:24:49.247,2021-11-19 16:24:57.599,2021-11-19 16:24:49.252,2021-11-19 16:24:57.591,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/using_phone/person9_10_13.subject9.using_phone.csv
subject9_10_13,subject9,talking_on_phone,2021-11-19 16:25:15.873,2021-11-19 16:25:24.568,2021-11-19 16:25:15.882,2021-11-19 16:25:24.560,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/talking_on_phone/person9_10_13.subject9.talking_on_phone.csv
subject9_10_13,subject9,kicking,2021-11-19 16:25:39.898,2021-11-19 16:25:42.824,2021-11-19 16:25:39.905,2021-11-19 16:25:42.821,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/kicking/person9_10_13.subject9.kicking.csv
subject9_10_13,subject9,pointing,2021-11-19 16:25:56.682,2021-11-19 16:26:03.864,2021-11-19 16:25:56.684,2021-11-19 16:26:03.859,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/pointing/person9_10_13.subject9.pointing.csv
subject9_10_13,subject9,throwing,2021-11-19 16:26:18.184,2021-11-19 16:26:22.736,2021-11-19 16:26:18.190,2021-11-19 16:26:22.727,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/throwing/person9_10_13.subject9.throwing.csv
subject9_10_13,subject9,jumping,2021-11-19 16:26:36.231,2021-11-19 16:26:44.440,2021-11-19 16:26:36.232,2021-11-19 16:26:44.432,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person9_10_13/subject9/jumping/person9_10_13.subject9.jumping.csv
